verb;frequency;lang;cop
coopt;1;en;27
trample;1;en;27
crucify;1;en;27
escapunepunfccc;1;en;27
carbon;1;en;27
polluteN;1;en;27
defile;1;en;27
lament;1;en;27
attackN;1;en;27
strategie;1;en;27
evidence;1;en;27
wipeN;1;en;27
aspire;1;en;27
oampg;1;en;27
yoseph;1;en;27
furnish;1;en;27
blogge;1;en;27
mission;1;en;27
underreport;1;en;27
australiaN;1;en;27
freak;1;en;27
finalize;1;en;27
prisonerscalle;1;en;27
lambaste;1;en;27
bloviate;1;en;27
applyN;1;en;27
requireN;1;en;27
settleN;1;en;27
factpacke;1;en;27
swarm;1;en;27
resistanceunite;1;en;27
coverup;1;en;27
supportpromote;1;en;27
swap;1;en;27
zerocalorie;1;en;27
gonig;1;en;27
spendN;1;en;27
secureN;1;en;27
ambition;1;en;27
unplug;1;en;27
measureN;1;en;27
joke;1;en;27
clobber;1;en;27
laude;1;en;27
snuff;1;en;27
parrot;1;en;27
satellite;1;en;27
figure;1;en;27
planN;1;en;27
envelop;1;en;27
bracketN;1;en;27
wave;1;en;27
hinge;1;en;27
ngure;1;en;27
muzzle;1;en;27
commitment;1;en;27
hint;1;en;27
embarrassN;1;en;27
invoke;1;en;27
omit;1;en;27
mint;1;en;27
whitewash;1;en;27
climateactivist;1;en;27
rot;1;en;27
virtual;1;en;27
ear;1;en;27
imposeN;1;en;27
contend;1;en;27
unravel;1;en;27
exportN;1;en;27
advancingimplemente;1;en;27
handshakeswatch;1;en;27
progov;1;en;27
boycott;1;en;27
saydo;1;en;27
multiply;1;en;27
optimize;1;en;27
ripple;1;en;27
event;1;en;27
decolonise;1;en;27
material;1;en;27
reportN;1;en;27
overlook;1;en;27
shove;1;en;27
eye;1;en;27
tripple;1;en;27
adolescentle;1;en;27
guard;1;en;27
aosi;1;en;27
siphon;1;en;27
brutalize;1;en;27
madden;1;en;27
age;1;en;27
schonefeld;1;en;27
provokeN;1;en;27
writeN;1;en;27
hasdeo;1;en;27
humantrafficke;1;en;27
informN;1;en;27
foretell;1;en;27
scorch;1;en;27
batter;1;en;27
caption;1;en;27
app;1;en;27
entrustN;1;en;27
pore;1;en;27
heedN;1;en;27
solidify;1;en;27
entangle;1;en;27
strangle;1;en;27
unrc;1;en;27
journey;1;en;27
symbolize;1;en;27
posture;1;en;27
vibrate;1;en;27
surface;1;en;27
wshl;1;en;27
weather;1;en;27
degenerate;1;en;27
overhaul;1;en;27
pmpm;1;en;27
participateN;1;en;27
departN;1;en;27
misalign;1;en;27
likeshare;1;en;27
reposition;1;en;27
trouble;1;en;27
outfox;1;en;27
pilfer;1;en;27
sdgaligne;1;en;27
waterlogge;1;en;27
kickedoff;1;en;27
materialise;1;en;27
marwa;1;en;27
malpass;1;en;27
empire;1;en;27
overheat;1;en;27
excommunicate;1;en;27
dance;1;en;27
impromptu;1;en;27
pin;1;en;27
incite;1;en;27
magro;1;en;27
austere;1;en;27
revolutionize;1;en;27
inline;1;en;27
rub;1;en;27
throng;1;en;27
obligate;1;en;27
pervade;1;en;27
mourn;1;en;27
tolerateN;1;en;27
summarise;1;en;27
engageN;1;en;27
nudge;1;en;27
multiplyN;1;en;27
cozye;1;en;27
revamp;1;en;27
longterm;1;en;27
hesitateN;1;en;27
sadhguru;1;en;27
cowrote;1;en;27
orchestrate;1;en;27
allocateN;1;en;27
print;1;en;27
patent;1;en;27
kenyabase;1;en;27
bargain;1;en;27
miscalculate;1;en;27
ampcolor;1;en;27
eala;1;en;27
glimpse;1;en;27
elude;1;en;27
carbonfuelle;1;en;27
overhear;1;en;27
evade;1;en;27
expandN;1;en;27
cede;1;en;27
script;1;en;27
munch;1;en;27
impactN;1;en;27
foreshadow;1;en;27
dread;1;en;27
spaffe;1;en;27
command;1;en;27
mindboggle;1;en;27
bankroll;1;en;27
copattache;1;en;27
scarlet;1;en;27
leapfrog;1;en;27
concur;1;en;27
mapusua;1;en;27
obs;1;en;27
imprisonN;1;en;27
tr;1;en;27
subside;1;en;27
dipti;1;en;27
fake;1;en;27
roadmap;1;en;27
humanrightsrelate;1;en;27
penelope;1;en;27
cough;1;en;27
khale;1;en;27
transitionrelate;1;en;27
commune;1;en;27
blind;1;en;27
impoverish;1;en;27
exceedN;1;en;27
visavi;1;en;27
bereal;1;en;27
midway;1;en;27
preventN;1;en;27
storage;1;en;27
indigenousle;1;en;27
cofire;1;en;27
debateN;1;en;27
shadow;1;en;27
receiveN;1;en;27
reachedthe;1;en;27
convict;1;en;27
suffice;1;en;27
democratize;1;en;27
grouse;1;en;27
sufficeN;1;en;27
corner;1;en;27
rumble;1;en;27
process;1;en;27
selfreporte;1;en;27
fetch;1;en;27
parisaligneN;1;en;27
swan;1;en;27
ponce;1;en;27
smell;1;en;27
exposeN;1;en;27
yeild;1;en;27
beautyfy;1;en;27
wakandaforeverid;1;en;27
itumbi;1;en;27
voteN;1;en;27
rejoice;1;en;27
ferry;1;en;27
sortN;1;en;27
child;1;en;27
axe;1;en;27
swallow;1;en;27
inch;1;en;27
candlelighte;1;en;27
caccorde;1;en;27
yucke;1;en;27
fesseN;1;en;27
fesse;1;en;27
knifeN;1;en;27
knife;1;en;27
chase;1;en;27
sha;1;en;27
approachN;1;en;27
gaslighte;1;en;27
gtk;1;en;27
humalisto;1;en;27
buffer;1;en;27
hound;1;en;27
nawarto;1;en;27
misjudge;1;en;27
rile;1;en;27
hungerstrike;1;en;27
congratulation;1;en;27
damagegiven;1;en;27
trillionyear;1;en;27
bloom;1;en;27
stopjackdaw;1;en;27
ridicule;1;en;27
beg;1;en;27
climatechangefuelle;1;en;27
fortify;1;en;27
personify;1;en;27
industrialiseN;1;en;27
kickstarte;1;en;27
chum;1;en;27
wavel;1;en;27
eradicate;1;en;27
liberate;1;en;27
collaborateN;1;en;27
suppress;1;en;27
priotize;1;en;27
subsidize;1;en;27
congonee;1;en;27
drc;1;en;27
fateen;1;en;27
lobbyN;1;en;27
resonate;1;en;27
spiral;1;en;27
saliba;1;en;27
sovaleni;1;en;27
bahgat;1;en;27
cordinator;1;en;27
page;1;en;27
shehbaz;1;en;27
hideN;1;en;27
transcend;1;en;27
syndicatecalle;1;en;27
disruptsilence;1;en;27
politicise;1;en;27
separate;1;en;27
grin;1;en;27
entail;1;en;27
blend;1;en;27
fayolle;1;en;27
rememberchange;1;en;27
seekbarackobama;1;en;27
greenwashN;1;en;27
field;1;en;27
torpedo;1;en;27
forgiveN;1;en;27
bullyN;1;en;27
multihazard;1;en;27
freeload;1;en;27
nakedthank;1;en;27
pssN;1;en;27
surprise;1;en;27
kidN;1;en;27
paper;1;en;27
planetheate;1;en;27
merit;1;en;27
idle;1;en;27
convince;1;en;27
areas;1;en;27
vulnerability;1;en;27
stressde;1;en;27
paperN;1;en;27
mineral;1;en;27
infiltrate;1;en;27
galvanise;1;en;27
preoccupy;1;en;27
stomp;1;en;27
outshine;1;en;27
criminalize;1;en;27
botherN;1;en;27
equipN;1;en;27
resultoriente;1;en;27
resistN;1;en;27
blam;1;en;27
underfunde;1;en;27
emptyN;1;en;27
profile;1;en;27
nonfragmente;1;en;27
watchN;1;en;27
bore;1;en;27
heatwave;1;en;27
solidarity;1;en;27
rep;1;en;27
standard;1;en;27
disclose;1;en;27
oilbase;1;en;27
giveaway;1;en;27
reward;1;en;27
contrast;1;en;27
spookN;1;en;27
settle;1;en;27
amphighlighte;1;en;27
hydrogenstrategy;1;en;27
relentN;1;en;27
instruct;1;en;27
harvest;1;en;27
registerN;1;en;27
transit;1;en;27
fihte;1;en;27
mar;1;en;27
fob;1;en;27
cosponsor;1;en;27
deck;1;en;27
selfpublicise;1;en;27
loot;1;en;27
marginalise;1;en;27
visitN;1;en;27
pres;1;en;27
fine;1;en;27
upset;1;en;27
badfaith;1;en;27
haggle;1;en;27
allover;1;en;27
coordinater;1;en;27
extreme;1;en;27
reposte;1;en;27
opposeN;1;en;27
reassemble;1;en;27
disintegrate;1;en;27
hurry;1;en;27
couldnae;1;en;27
bearN;1;en;27
justiceoriente;1;en;27
rushN;1;en;27
murkomen;1;en;27
fish;1;en;27
tilesetc;1;en;27
lurk;1;en;27
headline;1;en;27
ardern;1;en;27
clash;1;en;27
retreat;1;en;27
banksno;1;en;27
extort;1;en;27
deceiveN;1;en;27
assault;1;en;27
exempt;1;en;27
declaim;1;en;27
shoutN;1;en;27
nikenike;1;en;27
kce;1;en;27
whine;1;en;27
egowrestle;1;en;27
suggestN;1;en;27
deportation;1;en;27
posit;1;en;27
phrase;1;en;27
elsiemcselfie;1;en;27
interfere;1;en;27
espouse;1;en;27
massacre;1;en;27
structure;1;en;27
incentivizeN;1;en;27
hereand;1;en;27
warningreache;1;en;27
dragN;1;en;27
hush;1;en;27
spruik;1;en;27
partake;1;en;27
envoy;1;en;27
correlate;1;en;27
cement;1;en;27
erupt;1;en;27
dfis;1;en;27
mummify;1;en;27
govern;1;en;27
reciveN;1;en;27
maamauat;1;en;27
driveN;1;en;27
celsiustippe;1;en;27
troll;1;en;27
centurie;1;en;27
bung;1;en;27
divideN;1;en;27
formulate;1;en;27
refresh;1;en;27
cushion;1;en;27
wange;1;en;27
cringe;1;en;27
deputise;1;en;27
attenborough;1;en;27
ecosystem;1;en;27
infrastructure;1;en;27
spaff;1;en;27
basin;1;en;27
rock;1;en;27
interlock;1;en;27
rwanda;1;en;27
pakistanexpose;1;en;27
pitch;1;en;27
ration;1;en;27
level;1;en;27
route;1;en;27
burst;1;en;27
menuignore;1;en;27
rehash;1;en;27
deviateN;1;en;27
border;1;en;27
elfattah;1;en;27
portray;1;en;27
boot;1;en;27
flipfloppe;1;en;27
solutionsare;1;en;27
allot;1;en;27
permit;1;en;27
trumpet;1;en;27
kidnappedtorturedmurdere;1;en;27
dispose;1;en;27
responsiblethe;1;en;27
selflabelle;1;en;27
judge;1;en;27
package;1;en;27
misgendere;1;en;27
avail;1;en;27
climateresilient;1;en;27
fossilfuel;1;en;27
uclgenerationone;1;en;27
vet;1;en;27
dun;1;en;27
censor;1;en;27
investment;1;en;27
bandeepseamine;1;en;27
warnN;1;en;27
appearN;1;en;27
fond;1;en;27
dryN;1;en;27
browbeat;1;en;27
recordeverrise;1;en;27
allude;1;en;27
dieN;1;en;27
comitte;1;en;27
agobefore;1;en;27
hospitaliseN;1;en;27
berhale;1;en;27
penalize;1;en;27
penalizeN;1;en;27
worldleade;1;en;27
worldbeate;1;en;27
greenfocuse;1;en;27
records;1;en;27
gogreentogether;1;en;27
resemble;1;en;27
rockingup;1;en;27
bribe;1;en;27
synergise;1;en;27
dispense;1;en;27
sadhikara;1;en;27
pmabiyahme;1;en;27
manufacture;1;en;27
squeeze;1;en;27
shutdown;1;en;27
feign;1;en;27
demilitarize;1;en;27
forbid;1;en;27
abdicate;1;en;27
combatN;1;en;27
yibe;1;en;27
illustrate;1;en;27
gasguzzle;1;en;27
kicksoff;1;en;27
affectN;1;en;27
nowread;1;en;27
abduct;1;en;27
incase;1;en;27
doingsaye;1;en;27
thieve;1;en;27
falter;1;en;27
ahmedreceive;1;en;27
carbontrade;1;en;27
accustom;1;en;27
net;1;en;27
strikeN;1;en;27
pedal;1;en;27
riskN;1;en;27
minceN;1;en;27
heard;1;en;27
spring;1;en;27
police;1;en;27
resign;1;en;27
twat;1;en;27
asap;1;en;27
recenty;1;en;27
slap;1;en;27
mulugetta;1;en;27
splashN;1;en;27
donateN;1;en;27
souief;1;en;27
lodge;1;en;27
spoil;1;en;27
frack;1;en;27
wildebeest;1;en;27
nazira;1;en;27
diagnose;1;en;27
rewind;1;en;27
mashimbye;1;en;27
overarch;1;en;27
parlez;1;en;27
clothe;1;en;27
lockinN;1;en;27
seductivesounde;1;en;27
envelope;1;en;27
wall;1;en;27
plot;1;en;27
ufcw;1;en;27
licence;1;en;27
profess;1;en;27
belong;1;en;27
controlN;1;en;27
replugge;1;en;27
ntsiki;1;en;27
menu;1;en;27
correct;1;en;27
belittle;1;en;27
joinfunde;1;en;27
guten;1;en;27
glorify;1;en;27
convinceN;1;en;27
ruleN;1;en;27
greenlighte;1;en;27
rwandaful;1;en;27
stalk;1;en;27
amplyfe;1;en;27
incl;1;en;27
ps;1;en;27
outofdate;1;en;27
arcade;1;en;27
ebene;1;en;27
tuchel;1;en;27
rate;1;en;27
goodmorne;1;en;27
lyric;1;en;27
supervise;1;en;27
resound;1;en;27
ktnhomeatten;1;en;27
startup;1;en;27
disist;1;en;27
action;1;en;27
mtcoeq;1;en;27
overharveste;1;en;27
pacemake;1;en;27
revolutionsbig;1;en;27
adorn;1;en;27
conductN;1;en;27
jetsette;1;en;27
tear;1;en;27
ply;1;en;27
filterfeede;1;en;27
reread;1;en;27
questionN;1;en;27
addN;1;en;27
revealN;1;en;27
thankN;1;en;27
livestock;1;en;27
lessen;1;en;27
sb;1;en;27
signify;1;en;27
evaporate;1;en;27
camp;1;en;27
intoxicate;1;en;27
comradesflye;1;en;27
vitalit;1;en;27
disembowel;1;en;27
scrutinise;1;en;27
exhibit;1;en;27
spout;1;en;27
brush;1;en;27
amount;1;en;27
waspicampaign;1;en;27
nowhappene;1;en;27
closeN;1;en;27
premier;1;en;27
alle;1;en;27
feast;1;en;27
felicitate;1;en;27
skin;1;en;27
postN;1;en;27
ruto;1;en;27
explainN;1;en;27
reflectN;1;en;27
becomeN;1;en;27
ryabinin;1;en;27
legitimise;1;en;27
belongN;1;en;27
declineN;1;en;27
downplay;1;en;27
unwrap;1;en;27
admire;1;en;27
gloat;1;en;27
eggsbase;1;en;27
stenqvist;1;en;27
datadriven;1;en;27
critique;1;en;27
chichir;1;en;27
tchadienne;1;en;27
hatch;1;en;27
sprawl;1;en;27
internationalize;1;en;27
lullN;1;en;27
breed;1;en;27
damageinclude;1;en;27
warrant;1;en;27
day;1;en;27
wantis;1;en;27
specify;1;en;27
systemchangenotclimatechange;1;en;27
cower;1;en;27
behe;1;en;27
reforestrewild;1;en;27
email;1;en;27
adresse;1;en;27
restoreN;1;en;27
hostN;1;en;27
bravermanand;1;en;27
bookmark;1;en;27
court;1;en;27
repress;1;en;27
hectorN;1;en;27
wellbee;1;en;27
hawasse;1;en;27
hawangue;1;en;27
twavelN;1;en;27
wikeN;1;en;27
twavel;1;en;27
debtwracke;1;en;27
lake;1;en;27
erect;1;en;27
reappointe;1;en;27
willff;1;en;27
freezeN;1;en;27
trawl;1;en;27
gaze;1;en;27
ergo;1;en;27
touchdown;1;en;27
coin;1;en;27
bleach;1;en;27
interpret;1;en;27
database;1;en;27
exact;1;en;27
dither;1;en;27
openN;1;en;27
duck;1;en;27
remake;1;en;27
banjax;1;en;27
transpire;1;en;27
cosye;1;en;27
uturne;1;en;27
whathaschange;1;en;27
emissionscutte;1;en;27
occuoy;1;en;27
landrightsclimate;1;en;27
interweave;1;en;27
displacement;1;en;27
devoir;82;fr;27
prendre;56;fr;27
pouvoir;37;fr;27
mettre;35;fr;27
falloir;27;fr;27
appeler;26;fr;27
parler;25;fr;27
tenir;24;fr;27
demander;24;fr;27
venir;23;fr;27
agir;22;fr;27
savoir;20;fr;27
sauver;19;fr;27
representer;19;fr;27
vouloir;19;fr;27
soutenir;19;fr;27
rendre;19;fr;27
expliquer;19;fr;27
lancer;18;fr;27
engager;18;fr;27
annoncer;17;fr;27
sortir;16;fr;27
repondre;16;fr;27
participer;15;fr;27
voir;15;fr;27
rappeler;15;fr;27
donner;14;fr;27
attendre;14;fr;27
porter;14;fr;27
suivre;14;fr;27
retrouver;13;fr;27
aider;13;fr;27
arriver;13;fr;27
mobiliser;13;fr;27
permettre;12;fr;27
organiser;12;fr;27
commencer;12;fr;27
reunir;11;fr;27
limiter;11;fr;27
poursuivre;11;fr;27
lutter;11;fr;27
battre;11;fr;27
declarer;11;fr;27
echanger;11;fr;27
investir;11;fr;27
passer;11;fr;27
debuter;11;fr;27
discuter;10;fr;27
continuer;10;fr;27
poser;10;fr;27
defendre;10;fr;27
lier;10;fr;27
ouvrir;10;fr;27
servir;9;fr;27
manger;9;fr;27
subir;9;fr;27
presenter;9;fr;27
proteger;9;fr;27
accueillir;9;fr;27
promettre;9;fr;27
entendre;9;fr;27
souvre;9;fr;27
respecter;8;fr;27
traiter;8;fr;27
trouver;8;fr;27
proposer;8;fr;27
elire;8;fr;27
lire;8;fr;27
menacer;8;fr;27
demande;8;fr;27
partager;8;fr;27
payer;8;fr;27
contribuer;8;fr;27
croire;8;fr;27
cesser;8;fr;27
detruire;8;fr;27
arreter;8;fr;27
condamner;8;fr;27
avancer;7;fr;27
accelerer;7;fr;27
accorder;7;fr;27
baisser;7;fr;27
mener;7;fr;27
concerner;7;fr;27
changer;7;fr;27
polluer;7;fr;27
publier;7;fr;27
rejoindre;7;fr;27
comprendre;7;fr;27
emettre;7;fr;27
regarder;7;fr;27
toucher;7;fr;27
diriger;7;fr;27
gagner;7;fr;27
apprendre;6;fr;27
donne;6;fr;27
devenir;6;fr;27
creer;6;fr;27
rencontrer;6;fr;27
derouler;6;fr;27
revenir;6;fr;27
denoncer;6;fr;27
rester;6;fr;27
developper;6;fr;27
perdre;6;fr;27
renforcer;6;fr;27
apporter;6;fr;27
montrer;6;fr;27
sponsoriser;6;fr;27
exprimer;6;fr;27
demarrer;6;fr;27
refuser;5;fr;27
ecouter;5;fr;27
finir;5;fr;27
decouvrir;5;fr;27
prevoir;5;fr;27
penser;5;fr;27
atteindre;5;fr;27
plaider;5;fr;27
raconter;5;fr;27
inviter;5;fr;27
climatiser;5;fr;27
rouler;5;fr;27
vivre;5;fr;27
relever;5;fr;27
partir;5;fr;27
envoyer;5;fr;27
disparaitre;5;fr;27
consacrer;5;fr;27
souhaiter;5;fr;27
eviter;5;fr;27
utiliser;5;fr;27
signer;5;fr;27
reduire;5;fr;27
fixer;5;fr;27
financer;5;fr;27
detenir;5;fr;27
offrir;4;fr;27
reaffirmer;4;fr;27
constater;4;fr;27
oeuvrer;4;fr;27
rater;4;fr;27
remercier;4;fr;27
cocacoler;4;fr;27
niger;4;fr;27
profiter;4;fr;27
rejeter;4;fr;27
occuper;4;fr;27
presente;4;fr;27
construire;4;fr;27
evoquer;4;fr;27
importer;4;fr;27
reconnaitre;4;fr;27
exiger;4;fr;27
affecter;4;fr;27
laisser;4;fr;27
ignorer;4;fr;27
oublier;4;fr;27
liberer;4;fr;27
assurer;4;fr;27
accompagner;4;fr;27
augmenter;4;fr;27
participe;4;fr;27
lonu;4;fr;27
cacher;4;fr;27
demissionner;4;fr;27
dagir;4;fr;27
porte;4;fr;27
invite;4;fr;27
stopper;4;fr;27
emprisonner;4;fr;27
reculer;4;fr;27
voter;4;fr;27
entretenir;4;fr;27
valoir;4;fr;27
remettre;4;fr;27
choisir;4;fr;27
enterrer;4;fr;27
reste;3;fr;27
esperer;3;fr;27
indique;3;fr;27
deboucher;3;fr;27
assumer;3;fr;27
imposer;3;fr;27
accuser;3;fr;27
inscrire;3;fr;27
tourner;3;fr;27
critiquer;3;fr;27
prolonger;3;fr;27
abandonner;3;fr;27
reprendre;3;fr;27
terminer;3;fr;27
preserver;3;fr;27
trudeau;3;fr;27
retirer;3;fr;27
exploiter;3;fr;27
montre;3;fr;27
estce;3;fr;27
encourager;3;fr;27
bloquer;3;fr;27
taire;3;fr;27
impliquer;3;fr;27
affirmer;3;fr;27
pretendre;3;fr;27
manifester;3;fr;27
reveler;3;fr;27
pose;3;fr;27
obliger;3;fr;27
soumettre;3;fr;27
vanter;3;fr;27
annuler;3;fr;27
exclure;3;fr;27
prononcer;3;fr;27
rassembler;3;fr;27
chauffer;3;fr;27
reussir;3;fr;27
conduire;3;fr;27
deplacer;3;fr;27
interpeller;3;fr;27
evoluer;3;fr;27
jeter;3;fr;27
deviner;3;fr;27
alerter;3;fr;27
reporter;3;fr;27
necessiter;3;fr;27
sacrifier;3;fr;27
boire;3;fr;27
balayer;3;fr;27
resoudre;3;fr;27
preparer;3;fr;27
installer;3;fr;27
fermer;3;fr;27
ajouter;3;fr;27
tenter;2;fr;27
debattre;2;fr;27
ressembler;2;fr;27
dresse;2;fr;27
sanctionner;2;fr;27
mourir;2;fr;27
baser;2;fr;27
voyager;2;fr;27
sentir;2;fr;27
achever;2;fr;27
buter;2;fr;27
deplorer;2;fr;27
dedier;2;fr;27
faciliter;2;fr;27
reparer;2;fr;27
lasser;2;fr;27
connaitre;2;fr;27
compenser;2;fr;27
daccueillir;2;fr;27
sengage;2;fr;27
ecrire;2;fr;27
reclamer;2;fr;27
prouver;2;fr;27
impacter;2;fr;27
transformer;2;fr;27
determiner;2;fr;27
recevoir;2;fr;27
nimporte;2;fr;27
fonder;2;fr;27
applique;2;fr;27
diffuser;2;fr;27
amplifier;2;fr;27
identifier;2;fr;27
evaluer;2;fr;27
classer;2;fr;27
garder;2;fr;27
regler;2;fr;27
choquer;2;fr;27
depasser;2;fr;27
naver;2;fr;27
chercher;2;fr;27
communiquer;2;fr;27
croitre;2;fr;27
noter;2;fr;27
feliciter;2;fr;27
charmelcheik;2;fr;27
figurer;2;fr;27
decrypter;2;fr;27
risque;2;fr;27
assister;2;fr;27
eteindre;2;fr;27
depenser;2;fr;27
decider;2;fr;27
concentrer;2;fr;27
stocker;2;fr;27
reflechir;2;fr;27
aboutir;2;fr;27
tacher;2;fr;27
virunger;2;fr;27
obtenir;2;fr;27
associer;2;fr;27
ravir;2;fr;27
repeter;2;fr;27
bouger;2;fr;27
adresser;2;fr;27
miser;2;fr;27
multiplier;2;fr;27
ever;2;fr;27
compte;2;fr;27
rejouir;2;fr;27
bienvenu;2;fr;27
accrediter;2;fr;27
garantir;2;fr;27
marquer;2;fr;27
presider;2;fr;27
charger;2;fr;27
jouer;2;fr;27
estimer;2;fr;27
porteparole;2;fr;27
intervenir;2;fr;27
fustiger;2;fr;27
gener;2;fr;27
deployer;2;fr;27
inspirer;2;fr;27
joue;2;fr;27
resumer;2;fr;27
reiterer;2;fr;27
entrainer;2;fr;27
provoquer;2;fr;27
contraindre;2;fr;27
ralentir;2;fr;27
interroger;2;fr;27
commenter;2;fr;27
souffrir;2;fr;27
marre;2;fr;27
opposer;2;fr;27
signaler;2;fr;27
depense;2;fr;27
arracher;2;fr;27
qualifier;2;fr;27
acter;2;fr;27
ceter;2;fr;27
reserver;2;fr;27
diminuer;2;fr;27
debarquer;2;fr;27
industrialiser;2;fr;27
temoigner;2;fr;27
recomposer;2;fr;27
conseiller;2;fr;27
verser;2;fr;27
moque;2;fr;27
considerer;2;fr;27
plonger;2;fr;27
contenter;2;fr;27
rencontre;2;fr;27
decouler;2;fr;27
inclure;2;fr;27
cadre;2;fr;27
negocier;2;fr;27
bruler;2;fr;27
lavenir;2;fr;27
appliquer;2;fr;27
maintenir;2;fr;27
renoncer;2;fr;27
traverser;2;fr;27
vendre;2;fr;27
fonctionner;2;fr;27
essayer;2;fr;27
cosigner;2;fr;27
remplacer;2;fr;27
diviser;2;fr;27
freiner;1;fr;27
acquerir;1;fr;27
davancer;1;fr;27
preferer;1;fr;27
vert;1;fr;27
censer;1;fr;27
detre;1;fr;27
elcheik;1;fr;27
daboutir;1;fr;27
separer;1;fr;27
chaver;1;fr;27
risquer;1;fr;27
absenter;1;fr;27
naccepte;1;fr;27
dinclure;1;fr;27
apaiser;1;fr;27
demontrer;1;fr;27
peutetre;1;fr;27
exister;1;fr;27
manque;1;fr;27
mentir;1;fr;27
destiner;1;fr;27
couvrir;1;fr;27
lutte;1;fr;27
passionner;1;fr;27
orienter;1;fr;27
centrer;1;fr;27
moquer;1;fr;27
redresser;1;fr;27
proceder;1;fr;27
tendre;1;fr;27
taper;1;fr;27
joncher;1;fr;27
contester;1;fr;27
debloquer;1;fr;27
employer;1;fr;27
totalenergier;1;fr;27
devancer;1;fr;27
ose;1;fr;27
pavaner;1;fr;27
ver;1;fr;27
concretiser;1;fr;27
noue;1;fr;27
retour;1;fr;27
regrouper;1;fr;27
collecter;1;fr;27
supprimer;1;fr;27
pousse;1;fr;27
chineuser;1;fr;27
proferer;1;fr;27
equiper;1;fr;27
combler;1;fr;27
chinamuler;1;fr;27
anser;1;fr;27
designer;1;fr;27
dattendre;1;fr;27
incontester;1;fr;27
projeter;1;fr;27
editer;1;fr;27
travailler;1;fr;27
sape;1;fr;27
remunerer;1;fr;27
piloter;1;fr;27
mentionner;1;fr;27
fabriquer;1;fr;27
ecorcher;1;fr;27
analyse;1;fr;27
cible;1;fr;27
peuventils;1;fr;27
nier;1;fr;27
legitimer;1;fr;27
sourire;1;fr;27
tourne;1;fr;27
fuir;1;fr;27
saisir;1;fr;27
tweete;1;fr;27
promouvoir;1;fr;27
empoisonner;1;fr;27
veiller;1;fr;27
sensibiliser;1;fr;27
delegater;1;fr;27
accused;1;fr;27
saggraver;1;fr;27
peupler;1;fr;27
pourrir;1;fr;27
infiltrer;1;fr;27
repeindre;1;fr;27
misere;1;fr;27
pouyanner;1;fr;27
lever;1;fr;27
revisionner;1;fr;27
reregarder;1;fr;27
former;1;fr;27
supercodeurs;1;fr;27
ensemble;1;fr;27
extraire;1;fr;27
exporter;1;fr;27
sauvegarder;1;fr;27
accroitre;1;fr;27
marche;1;fr;27
unir;1;fr;27
aborder;1;fr;27
dapporter;1;fr;27
bonsoir;1;fr;27
biden;1;fr;27
dependre;1;fr;27
militer;1;fr;27
emaner;1;fr;27
redoubler;1;fr;27
fondation;1;fr;27
accabler;1;fr;27
ambassadeur;1;fr;27
combiner;1;fr;27
formaliser;1;fr;27
derailler;1;fr;27
marteler;1;fr;27
tokeniser;1;fr;27
constituer;1;fr;27
daccelerer;1;fr;27
figurezvous;1;fr;27
pousser;1;fr;27
preside;1;fr;27
dexiger;1;fr;27
censurer;1;fr;27
mitiger;1;fr;27
revolu;1;fr;27
linster;1;fr;27
privilegier;1;fr;27
fruit;1;fr;27
sadapter;1;fr;27
detourner;1;fr;27
improviser;1;fr;27
releguer;1;fr;27
pointer;1;fr;27
maille;1;fr;27
remporter;1;fr;27
combattre;1;fr;27
revendiquer;1;fr;27
vinci;1;fr;27
eclairer;1;fr;27
ameliorer;1;fr;27
repandre;1;fr;27
cumuler;1;fr;27
vouer;1;fr;27
engloutir;1;fr;27
maimouner;1;fr;27
saigner;1;fr;27
garde;1;fr;27
sar;1;fr;27
approche;1;fr;27
brosser;1;fr;27
honorer;1;fr;27
illustrer;1;fr;27
briller;1;fr;27
delevage;1;fr;27
nicolas;1;fr;27
reagir;1;fr;27
gmv;1;fr;27
raslebol;1;fr;27
soffrir;1;fr;27
nettoyer;1;fr;27
covidisme;1;fr;27
massocie;1;fr;27
leinter;1;fr;27
gripper;1;fr;27
arjunem;1;fr;27
confirmer;1;fr;27
devaster;1;fr;27
emprunter;1;fr;27
couter;1;fr;27
usd;1;fr;27
subventionner;1;fr;27
imaginer;1;fr;27
croustiller;1;fr;27
fabrique;1;fr;27
an;1;fr;27
conner;1;fr;27
invoquer;1;fr;27
dassurer;1;fr;27
fournir;1;fr;27
suncor;1;fr;27
leleve;1;fr;27
saluer;1;fr;27
lannonce;1;fr;27
savezvous;1;fr;27
planter;1;fr;27
contracter;1;fr;27
engendrer;1;fr;27
transferer;1;fr;27
restituer;1;fr;27
accentuer;1;fr;27
naurer;1;fr;27
meadows;1;fr;27
eveiller;1;fr;27
entourer;1;fr;27
retarder;1;fr;27
gratuitemer;1;fr;27
tarer;1;fr;27
remonter;1;fr;27
adopter;1;fr;27
absorber;1;fr;27
valoriser;1;fr;27
lecosysteme;1;fr;27
incarner;1;fr;27
mardiedd;1;fr;27
elever;1;fr;27
consolider;1;fr;27
appuyer;1;fr;27
virer;1;fr;27
blamer;1;fr;27
provenir;1;fr;27
dissimuler;1;fr;27
protester;1;fr;27
accepter;1;fr;27
prevenir;1;fr;27
commander;1;fr;27
phare;1;fr;27
preciser;1;fr;27
